dataset,repeat,split_id,seed,split_policy,method,variant,lam,sub_dim,eta,tau,smooth_backend,scoring_backend,num_nodes,num_features,num_classes,train_size,val_size,test_size,train_acc,val_acc,test_acc,cg_iters,cg_converged,time_sec,g_0,g_1,g_2,g_3,g_4,error
squirrel,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3990384638309479,0.24579326808452606,0.23246878385543823,0.0,True,4.729,0.4635,0.4816,0.5232,0.4502,0.6033,
squirrel,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4266826808452606,0.2650240361690521,0.24591737985610962,0.0,True,4.713,0.4635,0.4633,0.5386,0.4808,0.6918,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3874198794364929,0.23137019574642181,0.2161383330821991,0.0,True,2.946,,,,,,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.37940704822540283,0.23617789149284363,0.22478386759757996,0.0,True,2.928,,,,,,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4086538553237915,0.25600960850715637,0.24591737985610962,0.0,True,4.177,,,,,,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,12,0.0,5.0,none,raw_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.37059295177459717,0.22295673191547394,0.20172910392284393,0.0,True,2.216,,,,,,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3874198794364929,0.23137019574642181,0.2161383330821991,0.0,True,5.898,0.4779,0.5,0.4965,0.5193,0.5634,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.37940704822540283,0.23617789149284363,0.22478386759757996,0.0,True,5.495,0.4486,0.5268,0.5,0.4653,0.6468,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4086538553237915,0.25600960850715637,0.24591737985610962,0.0,True,5.681,0.4124,0.5115,0.5586,0.4807,0.7348,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3854166567325592,0.23617789149284363,0.21133525669574738,0.0,True,6.393,0.4779,0.5,0.4965,0.5193,0.5634,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.39222756028175354,0.23557692766189575,0.2219020128250122,0.0,True,7.113,0.4486,0.5268,0.5,0.4653,0.6468,
squirrel,1,1.0,1.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.42107370495796204,0.25661057233810425,0.24975985288619995,0.0,True,6.102,0.4124,0.5115,0.5586,0.4807,0.7348,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3882211446762085,0.21454326808452606,0.2286263257265091,0.0,True,3.633,,,,,,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.390625,0.22776442766189575,0.23150816559791565,0.0,True,4.085,,,,,,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4166666567325592,0.25120192766189575,0.2516810894012451,0.0,True,3.876,,,,,,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,12,0.0,5.0,none,raw_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3778044879436493,0.20372596383094788,0.21709893643856049,0.0,True,1.929,,,,,,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3882211446762085,0.21454326808452606,0.2286263257265091,0.0,True,5.925,0.4765,0.5194,0.5228,0.5,0.5468,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.390625,0.22776442766189575,0.23150816559791565,0.0,True,5.748,0.4609,0.5233,0.5266,0.4749,0.6538,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4166666567325592,0.25120192766189575,0.2516810894012451,0.0,True,5.187,0.4415,0.4922,0.5341,0.4785,0.7931,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.3930288553237915,0.21033653616905212,0.23246878385543823,0.0,True,5.865,0.4765,0.5194,0.5228,0.5,0.5468,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.40424680709838867,0.22596153616905212,0.23246878385543823,0.0,True,6.433,0.4609,0.5233,0.5266,0.4749,0.6538,
squirrel,2,2.0,2.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,5201.0,2089.0,5.0,2496.0,1664.0,1041.0,0.4346955120563507,0.24879807233810425,0.2526416778564453,0.0,True,5.972,0.4415,0.4922,0.5341,0.4785,0.7931,
