algorithm,num_splits,val_mean,val_std,test_mean,test_std,avg_total_branches,avg_extra_branches
src_v9,10,0.6399176954732511,0.017992843816486935,0.6300438596491228,0.019615857257731024,15.0,10.0
src_v10,10,0.6953360768175583,0.01774219966154862,0.6866228070175439,0.02001389368137344,12.8,7.8


