split,class_label,other_class,is_anchor_class,other_is_anchor,center_l2_distance,min_principal_angle_deg,subspace_overlap_fro,pair_confusion,coupling_distance_angle,coupled_confusion_score
6,0,2,1,0,0.6158579456336697,18.53037992734617,2.2034937187413006,40,1.3107207157376304,1.3107207157376304
6,0,3,1,1,0.7921594030845647,30.021350458837368,1.8324890149087298,25,0.6289733290574803,0.39310833066092515
6,0,4,1,0,0.8578914878040738,32.921229703364034,1.6979676331439297,8,0.5296227456548229,0.1059245491309646
6,3,0,1,1,0.7921594030845647,30.021350458837368,1.8324890149087298,25,0.6289733290574803,0.39310833066092515
6,3,1,1,0,0.6585247307089231,29.856658384651045,1.7908212437716835,25,0.7607846608953185,0.47549041305957407
6,3,2,1,0,0.46019331414133313,26.889780609203996,2.285277717718605,49,1.208780575381489,1.4807562048423242
6,3,4,1,0,0.42833933353139175,26.091617840445693,2.2481400666350586,57,1.3384004397448022,1.9072206266363432
7,1,0,0,1,0.41672198732662,15.728272065247706,2.8624732185970476,65,1.9845302979905022,3.3505056979060424
7,1,2,0,0,0.4459408987908487,19.623514731372286,2.815585419806919,45,1.4863841365113253,1.7373321076106398
7,1,3,0,1,0.6378769386685883,27.423511997694842,2.08531506780625,19,0.7435757004383217,0.36695943657995095
7,1,4,0,0,0.6313925493025906,29.75894244463282,2.117534974221685,14,0.6922583708767878,0.25173031668246826
7,2,0,0,1,0.5740120569759892,16.935167141809067,2.4606390401996077,41,1.3380571410768256,1.4249439684194765
7,2,1,0,0,0.4459408987908487,19.623514731372286,2.815585419806919,45,1.4863841365113253,1.7373321076106398
7,2,3,0,1,0.48669456301428393,23.47514376656479,2.5094256081073714,59,1.1384668960319928,1.7446635549581189
7,2,4,0,0,0.41156658412368957,24.56745708972877,2.6064183707587745,46,1.2864261203940177,1.5370286113798652
7,4,0,0,1,0.7967680316128686,29.565550690719736,1.9472409990773325,7,0.5521629837905683,0.10039326978010332
7,4,1,0,0,0.6313925493025906,29.75894244463282,2.117534974221685,14,0.6922583708767878,0.25173031668246826
7,4,2,0,0,0.41156658412368957,24.56745708972877,2.6064183707587745,46,1.2864261203940177,1.5370286113798652
7,4,3,0,1,0.43173875592321287,24.48376974980955,2.4092882160479463,36,1.2305119616206524,1.1506085874894412
7,0,1,1,0,0.41672198732662,15.728272065247706,2.8624732185970476,65,1.9845302979905022,3.3505056979060424
7,0,2,1,0,0.5740120569759892,16.935167141809067,2.4606390401996077,41,1.3380571410768256,1.4249439684194765
7,0,3,1,1,0.770300981572562,26.218926499394083,2.26463325567351,23,0.6440354969981806,0.38474847872618584
7,0,4,1,0,0.7967680316128686,29.565550690719736,1.9472409990773325,7,0.5521629837905683,0.10039326978010332
7,3,0,1,1,0.770300981572562,26.218926499394083,2.26463325567351,23,0.6440354969981806,0.38474847872618584
7,3,1,1,0,0.6378769386685883,27.423511997694842,2.08531506780625,19,0.7435757004383217,0.36695943657995095
7,3,2,1,0,0.48669456301428393,23.47514376656479,2.5094256081073714,59,1.1384668960319928,1.7446635549581189
7,3,4,1,0,0.43173875592321287,24.48376974980955,2.4092882160479463,36,1.2305119616206524,1.1506085874894412
8,1,0,0,1,0.41952531370130663,14.146682668550387,2.9133394340937917,70,2.213565187703489,4.364776426457585
8,1,2,0,0,0.4852121635587883,17.36598824425027,2.6830801497083803,50,1.5590998025478962,2.195915214856192
8,1,3,0,1,0.6448194451387531,27.24932802994806,2.180201679800024,16,0.7476721021178895,0.33697897560242907
8,1,4,0,0,0.6725570257322008,29.456434173059943,2.1711916063156855,15,0.6631256277682318,0.28019392722601344
8,2,0,0,1,0.5792591904807844,17.830525821526585,2.5506049969260167,36,1.2719440702756224,1.289858775490772
8,2,1,0,0,0.4852121635587883,17.36598824425027,2.6830801497083803,50,1.5590998025478962,2.195915214856192
8,2,3,0,1,0.4301766004813191,24.508705844819982,2.59777054248388,60,1.24605707695834,2.1060119610563492
8,2,4,0,0,0.40039284927984164,24.85765477245562,2.532715678814797,35,1.319953505790746,1.3013626113429893
8,4,0,0,1,0.7917368862034584,28.009211033276973,2.1863391940704737,15,0.5924113140479409,0.25031463973856655
8,4,1,0,0,0.6725570257322008,29.456434173059943,2.1711916063156855,15,0.6631256277682318,0.28019392722601344
8,4,2,0,0,0.40039284927984164,24.85765477245562,2.532715678814797,35,1.319953505790746,1.3013626113429893
8,4,3,0,1,0.3925971894807903,24.256881472394706,2.526799873210091,59,1.3795039436250098,2.2926966950387486
8,3,0,1,1,0.7643136854547344,26.944574184417775,2.3081955886264507,22,0.6379140067346052,0.3953269900890511
8,3,1,1,0,0.6448194451387531,27.24932802994806,2.180201679800024,16,0.7476721021178895,0.33697897560242907
8,3,2,1,0,0.4301766004813191,24.508705844819982,2.59777054248388,60,1.24605707695834,2.1060119610563492
8,3,4,1,0,0.3925971894807903,24.256881472394706,2.526799873210091,59,1.3795039436250098,2.2926966950387486
8,0,1,1,0,0.41952531370130663,14.146682668550387,2.9133394340937917,70,2.213565187703489,4.364776426457585
8,0,2,1,0,0.5792591904807844,17.830525821526585,2.5506049969260167,36,1.2719440702756224,1.289858775490772
8,0,3,1,1,0.7643136854547344,26.944574184417775,2.3081955886264507,22,0.6379140067346052,0.3953269900890511
8,0,4,1,0,0.7917368862034584,28.009211033276973,2.1863391940704737,15,0.5924113140479409,0.25031463973856655
