stage,objective,val_acc,val_bal_acc,val_fp,test_acc_at_selection_time,top_k,dim,energy,alphas_json,w,round,split,beam_rank,fixed_val_vs_round1,broken_val_vs_round1,fixed_test_vs_round1,broken_test_vs_round1,temperature,topk_r2,w2,alphas_r2_json
round1_scan,0.8220674226298924,0.7174211248285323,0.7165365305814745,0.07085454464652531,0.7039473684210527,4000,96,0.95,"[0.01, 0.1, 1.0]",0.6,1,0,,,,,,,,,
round1_scan,0.8205539863716934,0.7160493827160493,0.7157055478684692,0.07128071311565674,0.7083333333333334,4000,96,0.95,"[0.01, 0.1, 1.0]",0.7,1,0,,,,,,,,,
round1_scan,0.815499098547895,0.7119341563786008,0.7096686793316007,0.07213399326114742,0.6885964912280702,4000,96,0.95,"[0.05, 0.5, 5.0]",0.3,1,0,,,,,,,,,
round1_scan,0.809090183729302,0.7064471879286695,0.7038937679387118,0.07352673475435631,0.6907894736842105,4000,96,0.95,"[0.05, 0.5, 5.0]",0.4,1,0,,,,,,,,,
round1_scan,0.8075530664629627,0.7050754458161865,0.7028822794272231,0.07386803168268397,0.6995614035087719,4000,96,0.95,"[0.05, 0.5, 5.0]",0.5,1,0,,,,,,,,,
round1_scan,0.8140922759536954,0.710562414266118,0.7095435235884675,0.072541671267317,0.6951754385964912,4000,96,0.95,"[0.05, 0.5, 5.0]",0.6,1,0,,,,,,,,,
round1_scan,0.8156620507276873,0.7119341563786008,0.7107792260882149,0.0722247391036436,0.6885964912280702,4000,96,0.95,"[0.05, 0.5, 5.0]",0.7,1,0,,,,,,,,,
round1_scan,0.797938554990671,0.6968449931412894,0.694198058243002,0.07590367217671985,0.6864035087719298,4000,96,0.95,"[0.1, 1.0, 10.0]",0.3,1,0,,,,,,,,,
round1_scan,0.8027826444660917,0.700960219478738,0.6987809753259191,0.07486803278835213,0.6951754385964912,4000,96,0.95,"[0.1, 1.0, 10.0]",0.4,1,0,,,,,,,,,
round1_scan,0.8044018497077386,0.7023319615912208,0.7003389337659002,0.07452379870917829,0.6929824561403509,4000,96,0.95,"[0.1, 1.0, 10.0]",0.5,1,0,,,,,,,,,
round1_scan,0.8075782243587147,0.7050754458161865,0.7030416364686027,0.07383667319405478,0.6951754385964912,4000,96,0.95,"[0.1, 1.0, 10.0]",0.6,1,0,,,,,,,,,
round1_scan,0.8042722226066259,0.7023319615912208,0.6994878147968036,0.07457278010288465,0.6907894736842105,4000,96,0.95,"[0.1, 1.0, 10.0]",0.7,1,0,,,,,,,,,
round1_scan,0.8106762965381329,0.7078189300411523,0.7052451192900631,0.07323503491322182,0.6842105263157895,4000,96,0.99,"[0.01, 0.1, 1.0]",0.3,1,0,,,,,,,,,
round1_scan,0.8139024988917568,0.710562414266118,0.7082700779329993,0.07251067660777671,0.6885964912280702,4000,96,0.99,"[0.01, 0.1, 1.0]",0.4,1,0,,,,,,,,,
round1_scan,0.8170861322415832,0.7133058984910837,0.711020030682952,0.07181927129858284,0.6885964912280702,4000,96,0.99,"[0.01, 0.1, 1.0]",0.5,1,0,,,,,,,,,
round1_scan,0.8188039156817261,0.7146776406035665,0.7132401079030292,0.07149352768237084,0.6885964912280702,4000,96,0.99,"[0.01, 0.1, 1.0]",0.6,1,0,,,,,,,,,
round1_scan,0.8220297166667638,0.7174211248285323,0.7162826734455948,0.07084522946519094,0.6995614035087719,4000,96,0.99,"[0.01, 0.1, 1.0]",0.7,1,0,,,,,,,,,
round1_scan,0.8139152101906079,0.710562414266118,0.7083173279802495,0.07237008181368951,0.6885964912280702,4000,96,0.99,"[0.05, 0.5, 5.0]",0.3,1,0,,,,,,,,,
round1_scan,0.8107223678150205,0.7078189300411523,0.7055201251830466,0.0731145250897185,0.6798245614035088,4000,96,0.99,"[0.05, 0.5, 5.0]",0.4,1,0,,,,,,,,,
