dataset,ntest,raw_percent,low_pass_percent,high_pass_percent
Amazon-Computers,13752,15.354503667649965,69.73549241533621,14.910003916605055
Amazon-Photo,7650,13.316325287579595,72.0112716139924,14.67240309801062
Chameleon,2277,0.8296311870007589,59.78526884766298,39.38509996491836
Cornell,183,28.61287964325164,34.19686970510119,37.190250651335994
Texas,183,29.475546302574994,30.08373699968884,40.440716697434965
Wisconsin,251,33.913592762113595,32.71682858853819,33.3695786490506
