dataset,variant,n,val_mean,val_std,test_mean,test_std
cornell,hasdc_channel_select,1,0.7627118825912476,,0.7567567825317383,
cornell,hasdc_dual_rank,1,0.5423728823661804,,0.3783783912658691,
cornell,hasdc_merged,1,0.7288135886192322,,0.7297297120094299,
cornell,raw_dynamic_layer3,1,0.7457627058029175,,0.6216216087341309,
cornell,raw_plain_residual,1,0.7627118825912476,,0.7567567825317383,
cornell,smooth_dynamic_layer3,1,0.694915235042572,,0.5405405163764954,
cornell,smooth_plain_residual,1,0.7118644118309021,,0.7027027010917664,
