dataset,repeat,split_id,seed,split_policy,method,variant,lam,sub_dim,eta,tau,smooth_backend,scoring_backend,num_nodes,num_features,num_classes,train_size,val_size,test_size,train_acc,val_acc,test_acc,cg_iters,cg_converged,time_sec,g_0,g_1,g_2,g_3,g_4,error
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.054,0.3029,0.6354,0.3775,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.071,0.1589,0.6354,0.5,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.078,0.1589,0.6354,0.5,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.051,0.1589,0.6354,0.1824,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.073,0.0759,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.07,0.0759,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.049,0.0344,0.6354,0.2689,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.069,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.073,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.044,0.0344,0.6354,0.1824,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.071,0.0153,0.6354,0.3775,0.2551,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.07,0.0153,0.6354,0.3775,0.2551,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7567567825317383,0.0,True,0.047,0.3029,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6440678238868713,0.6756756901741028,0.0,True,0.076,0.1589,0.6354,0.5,0.4117,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.072,0.1589,0.6354,0.5,0.4117,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7567567825317383,0.0,True,0.047,0.1589,0.6354,0.2689,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6440678238868713,0.6756756901741028,0.0,True,0.158,0.0759,0.6354,0.5,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.125,0.0759,0.6354,0.5,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7567567825317383,0.0,True,0.063,0.0759,0.6354,0.2689,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6440678238868713,0.6756756901741028,0.0,True,0.078,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.082,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7567567825317383,0.0,True,0.053,0.0344,0.6354,0.1824,0.2227,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6440678238868713,0.6756756901741028,0.0,True,0.084,0.0153,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6756756901741028,0.0,True,0.071,0.0153,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.042,0.3029,0.6354,0.2689,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.076,0.1589,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.069,0.1589,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.048,0.1589,0.6354,0.1824,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.08,0.0759,0.6354,0.5,0.3287,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.075,0.0759,0.6354,0.5,0.3287,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.046,0.0759,0.6354,0.1192,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.078,0.0344,0.6354,0.3775,0.2227,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.076,0.0344,0.6354,0.3775,0.2227,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.053,0.0759,0.6354,0.1192,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.09,0.0344,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6756756901741028,0.0,True,0.118,0.0344,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,8,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.093,0.3029,0.6354,0.3775,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,8,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6610169410705566,0.6756756901741028,0.0,True,0.126,0.1589,0.6354,0.5,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,8,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.931034505367279,0.6610169410705566,0.6756756901741028,0.0,True,0.118,0.1589,0.6354,0.5,0.4555,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7567567825317383,0.0,True,0.073,0.1589,0.6354,0.1824,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9195402264595032,0.6271186470985413,0.6756756901741028,0.0,True,0.12,0.0759,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6101694703102112,0.6756756901741028,0.0,True,0.107,0.0759,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6610169410705566,0.7297297120094299,0.0,True,0.061,0.0344,0.6354,0.2689,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6271186470985413,0.6756756901741028,0.0,True,0.101,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6101694703102112,0.6756756901741028,0.0,True,0.109,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6440678238868713,0.7567567825317383,0.0,True,0.063,0.0344,0.6354,0.1824,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6101694703102112,0.7027027010917664,0.0,True,0.106,0.0153,0.6354,0.3775,0.2551,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6101694703102112,0.6756756901741028,0.0,True,0.106,0.0153,0.6354,0.3775,0.2551,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7297297120094299,0.0,True,0.061,0.3029,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6610169410705566,0.6486486196517944,0.0,True,0.251,0.1589,0.6354,0.5,0.4117,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6610169410705566,0.6486486196517944,0.0,True,0.202,0.1589,0.6354,0.5,0.4117,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7297297120094299,0.0,True,0.078,0.1589,0.6354,0.2689,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6440678238868713,0.6486486196517944,0.0,True,0.138,0.0759,0.6354,0.5,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.931034505367279,0.6440678238868713,0.6486486196517944,0.0,True,0.123,0.0759,0.6354,0.5,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6440678238868713,0.7027027010917664,0.0,True,0.061,0.0759,0.6354,0.2689,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.5932203531265259,0.6486486196517944,0.0,True,0.113,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.5762711763381958,0.6486486196517944,0.0,True,0.111,0.0153,0.6354,0.3775,0.2905,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6271186470985413,0.7297297120094299,0.0,True,0.067,0.0344,0.6354,0.1824,0.2227,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6101694703102112,0.6486486196517944,0.0,True,0.112,0.0153,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.6101694703102112,0.6486486196517944,0.0,True,0.111,0.0153,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,16,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6271186470985413,0.7027027010917664,0.0,True,0.058,0.3029,0.6354,0.2689,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,16,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6486486196517944,0.0,True,0.127,0.1589,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,16,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6486486196517944,0.0,True,0.186,0.1589,0.6354,0.5,0.3692,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6271186470985413,0.7027027010917664,0.0,True,0.115,0.1589,0.6354,0.1824,0.2905,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6610169410705566,0.6486486196517944,0.0,True,0.139,0.0759,0.6354,0.5,0.3287,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.6440678238868713,0.6486486196517944,0.0,True,0.149,0.0759,0.6354,0.5,0.3287,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6101694703102112,0.7297297120094299,0.0,True,0.084,0.0759,0.6354,0.1192,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6101694703102112,0.6486486196517944,0.0,True,0.129,0.0344,0.6354,0.3775,0.2227,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6101694703102112,0.6486486196517944,0.0,True,0.137,0.0344,0.6354,0.3775,0.2227,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,16,0.0,5.0,src_v5_dense_layer1,hasdc_merged_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.5932203531265259,0.7297297120094299,0.0,True,0.077,0.0759,0.6354,0.1192,0.2551,0.5,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,16,0.05,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6101694703102112,0.6486486196517944,0.0,True,0.144,0.0344,0.6354,0.3775,0.167,0.3029,
cornell,4,4.0,4.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,16,0.1,5.0,src_v5_dense_layer1,hasdc_merged_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6101694703102112,0.6486486196517944,0.0,True,0.149,0.0344,0.6354,0.3775,0.167,0.3029,
texas,0,,,,WhiteBox-HASDC,smooth_plain_residual,0.5,8,0.0,5.0,,,,,,,,,,,,,,,,,,,,"URLError(ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))"
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,8,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.6271186470985413,0.6216216087341309,0.0,True,26.842,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,8,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.9195402264595032,0.6271186470985413,0.45945945382118225,0.0,True,0.034,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,8,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.6271186470985413,0.4324324429035187,0.0,True,0.031,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.9885057210922241,0.694915235042572,0.7837837934494019,0.0,True,0.03,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.977011501789093,0.6271186470985413,0.5945945978164673,0.0,True,0.04,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.5932203531265259,0.4054054021835327,0.0,True,0.041,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,12,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.5593220591545105,0.4054054021835327,0.0,True,0.12,,,,,,
texas,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,16,0.0,5.0,src_v5_dense_layer1,smooth_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.6779661178588867,0.7567567825317383,0.0,True,0.032,,,,,,
